unit_code,canonical_name,organization_type,unit_level,admin_level,org_nature,year_start,year_end,source_ref,source_url,source_type,source_kind,code_source,crawled_at,crawl_version,unit_name_raw,unit_code_raw,dedup_key,qa_label,qa_annotator,qa_confidence,qa_note,qa_date,dataset_name,export_date
BCA_CA_QTR_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Trị,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Trị,BCA_CA_QTR_PC02,phong canh sat hinh su cong an tinh quang tri,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QTR_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Trị,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Trị,BCA_CA_QTR_PC03,phong canh sat kinh te cong an tinh quang tri,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QTR_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Trị,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Trị,BCA_CA_QTR_PC04,phong canh sat ieu tra toi pham ve ma tuy cong an tinh quang tri,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QTR_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Trị,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Trị,BCA_CA_QTR_PC06,phong canh sat quan ly hanh chinh ve trat tu xa hoi cong an tinh quang tri,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QTR_PC07,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Quảng Trị,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Quảng Trị,BCA_CA_QTR_PC07,phong canh sat phong chay chua chay va cuu nan cuu ho cong an tinh quang tri,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QTR_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Trị,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Trị,BCA_CA_QTR_PC08,phong canh sat giao thong cong an tinh quang tri,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QTR_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Trị,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Trị,BCA_CA_QTR_PA01,phong an ninh oi ngoai cong an tinh quang tri,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QTR_PA02,Phòng An ninh nội địa - Công an Tỉnh Quảng Trị,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh nội địa - Công an Tỉnh Quảng Trị,BCA_CA_QTR_PA02,phong an ninh noi ia cong an tinh quang tri,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QTR_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Trị,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Trị,BCA_CA_QTR_PA03,phong an ninh chinh tri noi bo cong an tinh quang tri,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QTR_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Trị,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Trị,BCA_CA_QTR_PA05,phong an ninh mang va phong chong toi pham cong nghe cao cong an tinh quang tri,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI,Công an Tỉnh Quảng Bình,BCA,cap_tinh,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Công an Tỉnh Quảng Bình,BCA_CA_QBI,cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PC01,van phong co quan canh sat ieu tra cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát hình sự - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PC02,phong canh sat hinh su cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát kinh tế - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PC03,phong canh sat kinh te cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PC04,phong canh sat ieu tra toi pham ve ma tuy cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PC06,phong canh sat quan ly hanh chinh ve trat tu xa hoi cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PC07,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PC07,phong canh sat phong chay chua chay va cuu nan cuu ho cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát giao thông - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PC08,phong canh sat giao thong cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh đối ngoại - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PA01,phong an ninh oi ngoai cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PA02,Phòng An ninh nội địa - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh nội địa - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PA02,phong an ninh noi ia cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh chính trị nội bộ - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PA03,phong an ninh chinh tri noi bo cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_QBI_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Bình,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Quảng Bình,BCA_CA_QBI_PA05,phong an ninh mang va phong chong toi pham cong nghe cao cong an tinh quang binh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT,Công an Tỉnh Hà Tĩnh,BCA,cap_tinh,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Công an Tỉnh Hà Tĩnh,BCA_CA_HT,cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PC01,van phong co quan canh sat ieu tra cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát hình sự - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PC02,phong canh sat hinh su cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát kinh tế - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PC03,phong canh sat kinh te cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PC04,phong canh sat ieu tra toi pham ve ma tuy cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PC06,phong canh sat quan ly hanh chinh ve trat tu xa hoi cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PC07,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PC07,phong canh sat phong chay chua chay va cuu nan cuu ho cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát giao thông - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PC08,phong canh sat giao thong cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh đối ngoại - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PA01,phong an ninh oi ngoai cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PA02,Phòng An ninh nội địa - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh nội địa - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PA02,phong an ninh noi ia cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh chính trị nội bộ - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PA03,phong an ninh chinh tri noi bo cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_HT_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Hà Tĩnh,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Hà Tĩnh,BCA_CA_HT_PA05,phong an ninh mang va phong chong toi pham cong nghe cao cong an tinh ha tinh,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_NA,Công an Tỉnh Nghệ An,BCA,cap_tinh,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Công an Tỉnh Nghệ An,BCA_CA_NA,cong an tinh nghe an,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_NA_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Nghệ An,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Nghệ An,BCA_CA_NA_PC01,van phong co quan canh sat ieu tra cong an tinh nghe an,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_NA_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Nghệ An,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát hình sự - Công an Tỉnh Nghệ An,BCA_CA_NA_PC02,phong canh sat hinh su cong an tinh nghe an,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_NA_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Nghệ An,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát kinh tế - Công an Tỉnh Nghệ An,BCA_CA_NA_PC03,phong canh sat kinh te cong an tinh nghe an,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_NA_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Nghệ An,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Nghệ An,BCA_CA_NA_PC04,phong canh sat ieu tra toi pham ve ma tuy cong an tinh nghe an,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_NA_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Nghệ An,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Nghệ An,BCA_CA_NA_PC06,phong canh sat quan ly hanh chinh ve trat tu xa hoi cong an tinh nghe an,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_NA_PC07,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Nghệ An,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát Phòng cháy chữa cháy và Cứu nạn cứu hộ - Công an Tỉnh Nghệ An,BCA_CA_NA_PC07,phong canh sat phong chay chua chay va cuu nan cuu ho cong an tinh nghe an,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_NA_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Nghệ An,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng Cảnh sát giao thông - Công an Tỉnh Nghệ An,BCA_CA_NA_PC08,phong canh sat giao thong cong an tinh nghe an,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
BCA_CA_NA_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Nghệ An,BCA,cap_phong,cap_tinh,cong_an,2018,2026,dvc_2018,https://dichvucong.gov.vn,danh_ba_chinh_phu,KHUNG_CO_CAU_CHINH_PHU,source,2026-09-13T01:39:04.864508,crawl_2018_2026,Phòng An ninh đối ngoại - Công an Tỉnh Nghệ An,BCA_CA_NA_PA01,phong an ninh oi ngoai cong an tinh nghe an,BCA,Luat_Nghiep_Vu_Chinh,CAO,Khớp hoàn toàn danh mục hành chính chuẩn,2026-09-13,DataVietNam,2026-09-13
